,notification_date,postcode,Size,suburbname
48006,2021-09-10,2069,1,ROSEVILLE
48007,2021-09-11,2069,1,ROSEVILLE
48008,2021-09-11,2069,1,ROSEVILLE CHASE
48009,2021-09-11,2069,1,CASTLE COVE
48010,2021-09-11,2069,1,ROSEVILLE
48011,2021-09-14,2069,1,ROSEVILLE
48012,2021-09-14,2069,1,ROSEVILLE CHASE
48013,2021-09-14,2069,1,CASTLE COVE
48014,2021-09-14,2069,1,ROSEVILLE
48015,2021-09-26,2069,1,ROSEVILLE
48016,2021-09-26,2069,1,ROSEVILLE CHASE
48017,2021-09-26,2069,1,CASTLE COVE
48018,2021-09-26,2069,1,ROSEVILLE
48019,2021-08-06,2307,1,SHORTLAND
48020,2021-08-07,2307,1,SHORTLAND
48021,2021-08-09,2307,1,SHORTLAND
48022,2021-08-11,2307,2,SHORTLAND
48023,2021-08-15,2307,2,SHORTLAND
48024,2021-08-16,2307,1,SHORTLAND
48025,2021-09-06,2307,1,SHORTLAND
48026,2021-09-16,2307,1,SHORTLAND
48027,2021-09-18,2307,1,SHORTLAND
48028,2021-09-19,2307,4,SHORTLAND
48029,2021-09-22,2307,1,SHORTLAND
48030,2021-09-28,2307,1,SHORTLAND
48031,2021-08-06,2308,2,CALLAGHAN
48032,2021-08-07,2308,2,CALLAGHAN
48033,2021-08-14,2308,1,CALLAGHAN
48034,2021-08-06,2782,1,WENTWORTH FALLS
48035,2021-08-30,2782,1,WENTWORTH FALLS
48036,2021-09-08,2782,1,WENTWORTH FALLS
48037,2021-09-09,2782,1,WENTWORTH FALLS
48038,2021-08-07,2087,1,FORESTVILLE
48039,2021-08-07,2087,1,KILLARNEY HEIGHTS
48040,2021-08-08,2087,2,FORESTVILLE
48041,2021-08-08,2087,2,KILLARNEY HEIGHTS
48042,2021-08-17,2087,1,FORESTVILLE
48043,2021-08-17,2087,1,KILLARNEY HEIGHTS
48044,2021-09-02,2087,1,FORESTVILLE
48045,2021-09-02,2087,1,KILLARNEY HEIGHTS
48046,2021-09-03,2087,3,FORESTVILLE
48047,2021-09-03,2087,3,KILLARNEY HEIGHTS
48048,2021-09-10,2087,2,FORESTVILLE
48049,2021-09-10,2087,2,KILLARNEY HEIGHTS
48050,2021-09-15,2087,1,FORESTVILLE
48051,2021-09-15,2087,1,KILLARNEY HEIGHTS
48052,2021-09-18,2087,2,FORESTVILLE
48053,2021-09-18,2087,2,KILLARNEY HEIGHTS
48054,2021-09-23,2087,1,FORESTVILLE
48055,2021-09-23,2087,1,KILLARNEY HEIGHTS
48056,2021-09-27,2087,1,FORESTVILLE
48057,2021-09-27,2087,1,KILLARNEY HEIGHTS
48058,2021-08-07,2125,2,WEST PENNANT HILLS
48059,2021-08-07,2125,2,WEST PENNANT HILLS
48060,2021-08-07,2125,2,WEST PENNANT HILLS
48061,2021-08-19,2125,1,WEST PENNANT HILLS
48062,2021-08-19,2125,1,WEST PENNANT HILLS
48063,2021-08-19,2125,1,WEST PENNANT HILLS
48064,2021-09-02,2125,1,WEST PENNANT HILLS
48065,2021-09-02,2125,1,WEST PENNANT HILLS
48066,2021-09-02,2125,1,WEST PENNANT HILLS
48067,2021-09-07,2125,1,WEST PENNANT HILLS
48068,2021-09-07,2125,1,WEST PENNANT HILLS
48069,2021-09-07,2125,1,WEST PENNANT HILLS
48070,2021-09-15,2125,1,WEST PENNANT HILLS
48071,2021-09-15,2125,1,WEST PENNANT HILLS
48072,2021-09-15,2125,1,WEST PENNANT HILLS
48073,2021-09-20,2125,1,WEST PENNANT HILLS
48074,2021-09-20,2125,1,WEST PENNANT HILLS
48075,2021-09-20,2125,1,WEST PENNANT HILLS
48076,2021-09-21,2125,5,WEST PENNANT HILLS
48077,2021-09-21,2125,5,WEST PENNANT HILLS
48078,2021-09-21,2125,5,WEST PENNANT HILLS
48079,2021-09-23,2125,2,WEST PENNANT HILLS
48080,2021-09-23,2125,2,WEST PENNANT HILLS
48081,2021-09-23,2125,2,WEST PENNANT HILLS
48082,2021-09-27,2125,1,WEST PENNANT HILLS
48083,2021-09-27,2125,1,WEST PENNANT HILLS
48084,2021-09-27,2125,1,WEST PENNANT HILLS
48085,2021-09-28,2125,1,WEST PENNANT HILLS
48086,2021-09-28,2125,1,WEST PENNANT HILLS
48087,2021-09-28,2125,1,WEST PENNANT HILLS
48088,2021-08-07,2264,1,BALCOLYN
48089,2021-08-07,2264,1,BONNELLS BAY
48090,2021-08-07,2264,1,BRIGHTWATERS
48091,2021-08-07,2264,1,DORA CREEK
48092,2021-08-07,2264,1,ERARING
48093,2021-08-07,2264,1,MANDALONG
48094,2021-08-07,2264,1,MIRRABOOKA
48095,2021-08-07,2264,1,MORISSET
48096,2021-08-07,2264,1,MORISSET PARK
48097,2021-08-07,2264,1,MYUNA BAY
48098,2021-08-07,2264,1,SILVERWATER
48099,2021-08-07,2264,1,SUNSHINE
48100,2021-08-07,2264,1,WINDERMERE PARK
48101,2021-08-07,2264,1,YARRAWONGA PARK
48102,2021-08-10,2264,1,BALCOLYN
48103,2021-08-10,2264,1,BONNELLS BAY
48104,2021-08-10,2264,1,BRIGHTWATERS
48105,2021-08-10,2264,1,DORA CREEK
48106,2021-08-10,2264,1,ERARING
48107,2021-08-10,2264,1,MANDALONG
48108,2021-08-10,2264,1,MIRRABOOKA
48109,2021-08-10,2264,1,MORISSET
48110,2021-08-10,2264,1,MORISSET PARK
48111,2021-08-10,2264,1,MYUNA BAY
48112,2021-08-10,2264,1,SILVERWATER
48113,2021-08-10,2264,1,SUNSHINE
48114,2021-08-10,2264,1,WINDERMERE PARK
48115,2021-08-10,2264,1,YARRAWONGA PARK
48116,2021-09-03,2264,1,BALCOLYN
48117,2021-09-03,2264,1,BONNELLS BAY
48118,2021-09-03,2264,1,BRIGHTWATERS
48119,2021-09-03,2264,1,DORA CREEK
48120,2021-09-03,2264,1,ERARING
48121,2021-09-03,2264,1,MANDALONG
48122,2021-09-03,2264,1,MIRRABOOKA
48123,2021-09-03,2264,1,MORISSET
48124,2021-09-03,2264,1,MORISSET PARK
48125,2021-09-03,2264,1,MYUNA BAY
48126,2021-09-03,2264,1,SILVERWATER
48127,2021-09-03,2264,1,SUNSHINE
48128,2021-09-03,2264,1,WINDERMERE PARK
48129,2021-09-03,2264,1,YARRAWONGA PARK
48130,2021-09-10,2264,2,BALCOLYN
48131,2021-09-10,2264,2,BONNELLS BAY
48132,2021-09-10,2264,2,BRIGHTWATERS
48133,2021-09-10,2264,2,DORA CREEK
48134,2021-09-10,2264,2,ERARING
48135,2021-09-10,2264,2,MANDALONG
48136,2021-09-10,2264,2,MIRRABOOKA
48137,2021-09-10,2264,2,MORISSET
48138,2021-09-10,2264,2,MORISSET PARK
48139,2021-09-10,2264,2,MYUNA BAY
48140,2021-09-10,2264,2,SILVERWATER
48141,2021-09-10,2264,2,SUNSHINE
48142,2021-09-10,2264,2,WINDERMERE PARK
48143,2021-09-10,2264,2,YARRAWONGA PARK
48144,2021-09-11,2264,2,BALCOLYN
48145,2021-09-11,2264,2,BONNELLS BAY
48146,2021-09-11,2264,2,BRIGHTWATERS
48147,2021-09-11,2264,2,DORA CREEK
48148,2021-09-11,2264,2,ERARING
48149,2021-09-11,2264,2,MANDALONG
48150,2021-09-11,2264,2,MIRRABOOKA
48151,2021-09-11,2264,2,MORISSET
48152,2021-09-11,2264,2,MORISSET PARK
48153,2021-09-11,2264,2,MYUNA BAY
48154,2021-09-11,2264,2,SILVERWATER
48155,2021-09-11,2264,2,SUNSHINE
48156,2021-09-11,2264,2,WINDERMERE PARK
48157,2021-09-11,2264,2,YARRAWONGA PARK
48158,2021-09-16,2264,2,BALCOLYN
48159,2021-09-16,2264,2,BONNELLS BAY
48160,2021-09-16,2264,2,BRIGHTWATERS
48161,2021-09-16,2264,2,DORA CREEK
48162,2021-09-16,2264,2,ERARING
48163,2021-09-16,2264,2,MANDALONG
48164,2021-09-16,2264,2,MIRRABOOKA
48165,2021-09-16,2264,2,MORISSET
48166,2021-09-16,2264,2,MORISSET PARK
48167,2021-09-16,2264,2,MYUNA BAY
48168,2021-09-16,2264,2,SILVERWATER
48169,2021-09-16,2264,2,SUNSHINE
48170,2021-09-16,2264,2,WINDERMERE PARK
48171,2021-09-16,2264,2,YARRAWONGA PARK
48172,2021-09-17,2264,3,BALCOLYN
48173,2021-09-17,2264,3,BONNELLS BAY
48174,2021-09-17,2264,3,BRIGHTWATERS
48175,2021-09-17,2264,3,DORA CREEK
48176,2021-09-17,2264,3,ERARING
48177,2021-09-17,2264,3,MANDALONG
48178,2021-09-17,2264,3,MIRRABOOKA
48179,2021-09-17,2264,3,MORISSET
48180,2021-09-17,2264,3,MORISSET PARK
48181,2021-09-17,2264,3,MYUNA BAY
48182,2021-09-17,2264,3,SILVERWATER
48183,2021-09-17,2264,3,SUNSHINE
48184,2021-09-17,2264,3,WINDERMERE PARK
48185,2021-09-17,2264,3,YARRAWONGA PARK
48186,2021-09-18,2264,4,BALCOLYN
48187,2021-09-18,2264,4,BONNELLS BAY
48188,2021-09-18,2264,4,BRIGHTWATERS
48189,2021-09-18,2264,4,DORA CREEK
48190,2021-09-18,2264,4,ERARING
48191,2021-09-18,2264,4,MANDALONG
48192,2021-09-18,2264,4,MIRRABOOKA
48193,2021-09-18,2264,4,MORISSET
48194,2021-09-18,2264,4,MORISSET PARK
48195,2021-09-18,2264,4,MYUNA BAY
48196,2021-09-18,2264,4,SILVERWATER
48197,2021-09-18,2264,4,SUNSHINE
48198,2021-09-18,2264,4,WINDERMERE PARK
48199,2021-09-18,2264,4,YARRAWONGA PARK
48200,2021-09-20,2264,1,BALCOLYN
48201,2021-09-20,2264,1,BONNELLS BAY
48202,2021-09-20,2264,1,BRIGHTWATERS
48203,2021-09-20,2264,1,DORA CREEK
48204,2021-09-20,2264,1,ERARING
48205,2021-09-20,2264,1,MANDALONG
48206,2021-09-20,2264,1,MIRRABOOKA
48207,2021-09-20,2264,1,MORISSET
48208,2021-09-20,2264,1,MORISSET PARK
48209,2021-09-20,2264,1,MYUNA BAY
48210,2021-09-20,2264,1,SILVERWATER
48211,2021-09-20,2264,1,SUNSHINE
48212,2021-09-20,2264,1,WINDERMERE PARK
48213,2021-09-20,2264,1,YARRAWONGA PARK
48214,2021-09-21,2264,2,BALCOLYN
48215,2021-09-21,2264,2,BONNELLS BAY
48216,2021-09-21,2264,2,BRIGHTWATERS
48217,2021-09-21,2264,2,DORA CREEK
48218,2021-09-21,2264,2,ERARING
48219,2021-09-21,2264,2,MANDALONG
48220,2021-09-21,2264,2,MIRRABOOKA
48221,2021-09-21,2264,2,MORISSET
48222,2021-09-21,2264,2,MORISSET PARK
48223,2021-09-21,2264,2,MYUNA BAY
48224,2021-09-21,2264,2,SILVERWATER
48225,2021-09-21,2264,2,SUNSHINE
48226,2021-09-21,2264,2,WINDERMERE PARK
48227,2021-09-21,2264,2,YARRAWONGA PARK
48228,2021-09-22,2264,3,BALCOLYN
48229,2021-09-22,2264,3,BONNELLS BAY
48230,2021-09-22,2264,3,BRIGHTWATERS
48231,2021-09-22,2264,3,DORA CREEK
48232,2021-09-22,2264,3,ERARING
48233,2021-09-22,2264,3,MANDALONG
48234,2021-09-22,2264,3,MIRRABOOKA
48235,2021-09-22,2264,3,MORISSET
48236,2021-09-22,2264,3,MORISSET PARK
48237,2021-09-22,2264,3,MYUNA BAY
48238,2021-09-22,2264,3,SILVERWATER
48239,2021-09-22,2264,3,SUNSHINE
48240,2021-09-22,2264,3,WINDERMERE PARK
48241,2021-09-22,2264,3,YARRAWONGA PARK
48242,2021-09-25,2264,6,BALCOLYN
48243,2021-09-25,2264,6,BONNELLS BAY
48244,2021-09-25,2264,6,BRIGHTWATERS
48245,2021-09-25,2264,6,DORA CREEK
48246,2021-09-25,2264,6,ERARING
48247,2021-09-25,2264,6,MANDALONG
48248,2021-09-25,2264,6,MIRRABOOKA
48249,2021-09-25,2264,6,MORISSET
48250,2021-09-25,2264,6,MORISSET PARK
48251,2021-09-25,2264,6,MYUNA BAY
48252,2021-09-25,2264,6,SILVERWATER
48253,2021-09-25,2264,6,SUNSHINE
48254,2021-09-25,2264,6,WINDERMERE PARK
48255,2021-09-25,2264,6,YARRAWONGA PARK
48256,2021-09-26,2264,3,BALCOLYN
48257,2021-09-26,2264,3,BONNELLS BAY
48258,2021-09-26,2264,3,BRIGHTWATERS
48259,2021-09-26,2264,3,DORA CREEK
48260,2021-09-26,2264,3,ERARING
48261,2021-09-26,2264,3,MANDALONG
48262,2021-09-26,2264,3,MIRRABOOKA
48263,2021-09-26,2264,3,MORISSET
48264,2021-09-26,2264,3,MORISSET PARK
48265,2021-09-26,2264,3,MYUNA BAY
48266,2021-09-26,2264,3,SILVERWATER
48267,2021-09-26,2264,3,SUNSHINE
48268,2021-09-26,2264,3,WINDERMERE PARK
48269,2021-09-26,2264,3,YARRAWONGA PARK
48270,2021-09-27,2264,1,BALCOLYN
48271,2021-09-27,2264,1,BONNELLS BAY
48272,2021-09-27,2264,1,BRIGHTWATERS
48273,2021-09-27,2264,1,DORA CREEK
48274,2021-09-27,2264,1,ERARING
48275,2021-09-27,2264,1,MANDALONG
48276,2021-09-27,2264,1,MIRRABOOKA
48277,2021-09-27,2264,1,MORISSET
48278,2021-09-27,2264,1,MORISSET PARK
48279,2021-09-27,2264,1,MYUNA BAY
48280,2021-09-27,2264,1,SILVERWATER
48281,2021-09-27,2264,1,SUNSHINE
48282,2021-09-27,2264,1,WINDERMERE PARK
48283,2021-09-27,2264,1,YARRAWONGA PARK
48284,2021-08-07,2287,1,ELERMORE VALE
48285,2021-08-07,2287,1,RANKIN PARK
48286,2021-08-07,2287,1,BIRMINGHAM GARDENS
48287,2021-08-07,2287,1,ELERMORE VALE
48288,2021-08-07,2287,1,FLETCHER
48289,2021-08-07,2287,1,MARYLAND
48290,2021-08-07,2287,1,MINMI
48291,2021-08-07,2287,1,RANKIN PARK
48292,2021-08-07,2287,1,WALLSEND
48293,2021-08-08,2287,2,ELERMORE VALE
48294,2021-08-08,2287,2,RANKIN PARK
48295,2021-08-08,2287,2,BIRMINGHAM GARDENS
48296,2021-08-08,2287,2,ELERMORE VALE
48297,2021-08-08,2287,2,FLETCHER
48298,2021-08-08,2287,2,MARYLAND
48299,2021-08-08,2287,2,MINMI
48300,2021-08-08,2287,2,RANKIN PARK
48301,2021-08-08,2287,2,WALLSEND
48302,2021-08-09,2287,1,ELERMORE VALE
48303,2021-08-09,2287,1,RANKIN PARK
48304,2021-08-09,2287,1,BIRMINGHAM GARDENS
48305,2021-08-09,2287,1,ELERMORE VALE
48306,2021-08-09,2287,1,FLETCHER
48307,2021-08-09,2287,1,MARYLAND
48308,2021-08-09,2287,1,MINMI
48309,2021-08-09,2287,1,RANKIN PARK
48310,2021-08-09,2287,1,WALLSEND
48311,2021-08-10,2287,1,ELERMORE VALE
48312,2021-08-10,2287,1,RANKIN PARK
48313,2021-08-10,2287,1,BIRMINGHAM GARDENS
48314,2021-08-10,2287,1,ELERMORE VALE
48315,2021-08-10,2287,1,FLETCHER
48316,2021-08-10,2287,1,MARYLAND
48317,2021-08-10,2287,1,MINMI
48318,2021-08-10,2287,1,RANKIN PARK
48319,2021-08-10,2287,1,WALLSEND
48320,2021-08-13,2287,2,ELERMORE VALE
48321,2021-08-13,2287,2,RANKIN PARK
48322,2021-08-13,2287,2,BIRMINGHAM GARDENS
48323,2021-08-13,2287,2,ELERMORE VALE
48324,2021-08-13,2287,2,FLETCHER
48325,2021-08-13,2287,2,MARYLAND
48326,2021-08-13,2287,2,MINMI
48327,2021-08-13,2287,2,RANKIN PARK
48328,2021-08-13,2287,2,WALLSEND
48329,2021-08-14,2287,1,ELERMORE VALE
48330,2021-08-14,2287,1,RANKIN PARK
48331,2021-08-14,2287,1,BIRMINGHAM GARDENS
48332,2021-08-14,2287,1,ELERMORE VALE
48333,2021-08-14,2287,1,FLETCHER
48334,2021-08-14,2287,1,MARYLAND
48335,2021-08-14,2287,1,MINMI
48336,2021-08-14,2287,1,RANKIN PARK
48337,2021-08-14,2287,1,WALLSEND
48338,2021-08-15,2287,1,ELERMORE VALE
48339,2021-08-15,2287,1,RANKIN PARK
48340,2021-08-15,2287,1,BIRMINGHAM GARDENS
48341,2021-08-15,2287,1,ELERMORE VALE
48342,2021-08-15,2287,1,FLETCHER
48343,2021-08-15,2287,1,MARYLAND
48344,2021-08-15,2287,1,MINMI
48345,2021-08-15,2287,1,RANKIN PARK
48346,2021-08-15,2287,1,WALLSEND
48347,2021-08-17,2287,9,ELERMORE VALE
48348,2021-08-17,2287,9,RANKIN PARK
48349,2021-08-17,2287,9,BIRMINGHAM GARDENS
48350,2021-08-17,2287,9,ELERMORE VALE
48351,2021-08-17,2287,9,FLETCHER
48352,2021-08-17,2287,9,MARYLAND
48353,2021-08-17,2287,9,MINMI
48354,2021-08-17,2287,9,RANKIN PARK
48355,2021-08-17,2287,9,WALLSEND
48356,2021-08-18,2287,1,ELERMORE VALE
48357,2021-08-18,2287,1,RANKIN PARK
48358,2021-08-18,2287,1,BIRMINGHAM GARDENS
48359,2021-08-18,2287,1,ELERMORE VALE
48360,2021-08-18,2287,1,FLETCHER
48361,2021-08-18,2287,1,MARYLAND
48362,2021-08-18,2287,1,MINMI
48363,2021-08-18,2287,1,RANKIN PARK
48364,2021-08-18,2287,1,WALLSEND
48365,2021-08-23,2287,1,ELERMORE VALE
48366,2021-08-23,2287,1,RANKIN PARK
48367,2021-08-23,2287,1,BIRMINGHAM GARDENS
48368,2021-08-23,2287,1,ELERMORE VALE
48369,2021-08-23,2287,1,FLETCHER
48370,2021-08-23,2287,1,MARYLAND
48371,2021-08-23,2287,1,MINMI
48372,2021-08-23,2287,1,RANKIN PARK
48373,2021-08-23,2287,1,WALLSEND
48374,2021-08-27,2287,1,ELERMORE VALE
48375,2021-08-27,2287,1,RANKIN PARK
48376,2021-08-27,2287,1,BIRMINGHAM GARDENS
48377,2021-08-27,2287,1,ELERMORE VALE
48378,2021-08-27,2287,1,FLETCHER
48379,2021-08-27,2287,1,MARYLAND
48380,2021-08-27,2287,1,MINMI
48381,2021-08-27,2287,1,RANKIN PARK
48382,2021-08-27,2287,1,WALLSEND
48383,2021-08-31,2287,2,ELERMORE VALE
48384,2021-08-31,2287,2,RANKIN PARK
48385,2021-08-31,2287,2,BIRMINGHAM GARDENS
48386,2021-08-31,2287,2,ELERMORE VALE
48387,2021-08-31,2287,2,FLETCHER
48388,2021-08-31,2287,2,MARYLAND
48389,2021-08-31,2287,2,MINMI
48390,2021-08-31,2287,2,RANKIN PARK
48391,2021-08-31,2287,2,WALLSEND
48392,2021-09-10,2287,1,ELERMORE VALE
48393,2021-09-10,2287,1,RANKIN PARK
48394,2021-09-10,2287,1,BIRMINGHAM GARDENS
48395,2021-09-10,2287,1,ELERMORE VALE
48396,2021-09-10,2287,1,FLETCHER
48397,2021-09-10,2287,1,MARYLAND
48398,2021-09-10,2287,1,MINMI
48399,2021-09-10,2287,1,RANKIN PARK
48400,2021-09-10,2287,1,WALLSEND
48401,2021-09-14,2287,2,ELERMORE VALE
48402,2021-09-14,2287,2,RANKIN PARK
48403,2021-09-14,2287,2,BIRMINGHAM GARDENS
48404,2021-09-14,2287,2,ELERMORE VALE
48405,2021-09-14,2287,2,FLETCHER
48406,2021-09-14,2287,2,MARYLAND
48407,2021-09-14,2287,2,MINMI
48408,2021-09-14,2287,2,RANKIN PARK
48409,2021-09-14,2287,2,WALLSEND
48410,2021-09-16,2287,6,ELERMORE VALE
48411,2021-09-16,2287,6,RANKIN PARK
48412,2021-09-16,2287,6,BIRMINGHAM GARDENS
48413,2021-09-16,2287,6,ELERMORE VALE
48414,2021-09-16,2287,6,FLETCHER
48415,2021-09-16,2287,6,MARYLAND
48416,2021-09-16,2287,6,MINMI
48417,2021-09-16,2287,6,RANKIN PARK
48418,2021-09-16,2287,6,WALLSEND
48419,2021-09-17,2287,1,ELERMORE VALE
48420,2021-09-17,2287,1,RANKIN PARK
48421,2021-09-17,2287,1,BIRMINGHAM GARDENS
48422,2021-09-17,2287,1,ELERMORE VALE
48423,2021-09-17,2287,1,FLETCHER
48424,2021-09-17,2287,1,MARYLAND
48425,2021-09-17,2287,1,MINMI
48426,2021-09-17,2287,1,RANKIN PARK
48427,2021-09-17,2287,1,WALLSEND
48428,2021-09-18,2287,2,ELERMORE VALE
48429,2021-09-18,2287,2,RANKIN PARK
48430,2021-09-18,2287,2,BIRMINGHAM GARDENS
48431,2021-09-18,2287,2,ELERMORE VALE
48432,2021-09-18,2287,2,FLETCHER
48433,2021-09-18,2287,2,MARYLAND
48434,2021-09-18,2287,2,MINMI
48435,2021-09-18,2287,2,RANKIN PARK
48436,2021-09-18,2287,2,WALLSEND
48437,2021-09-20,2287,1,ELERMORE VALE
48438,2021-09-20,2287,1,RANKIN PARK
48439,2021-09-20,2287,1,BIRMINGHAM GARDENS
48440,2021-09-20,2287,1,ELERMORE VALE
48441,2021-09-20,2287,1,FLETCHER
48442,2021-09-20,2287,1,MARYLAND
48443,2021-09-20,2287,1,MINMI
48444,2021-09-20,2287,1,RANKIN PARK
48445,2021-09-20,2287,1,WALLSEND
48446,2021-09-21,2287,6,ELERMORE VALE
48447,2021-09-21,2287,6,RANKIN PARK
48448,2021-09-21,2287,6,BIRMINGHAM GARDENS
48449,2021-09-21,2287,6,ELERMORE VALE
48450,2021-09-21,2287,6,FLETCHER
48451,2021-09-21,2287,6,MARYLAND
48452,2021-09-21,2287,6,MINMI
48453,2021-09-21,2287,6,RANKIN PARK
48454,2021-09-21,2287,6,WALLSEND
48455,2021-09-22,2287,1,ELERMORE VALE
48456,2021-09-22,2287,1,RANKIN PARK
48457,2021-09-22,2287,1,BIRMINGHAM GARDENS
48458,2021-09-22,2287,1,ELERMORE VALE
48459,2021-09-22,2287,1,FLETCHER
48460,2021-09-22,2287,1,MARYLAND
48461,2021-09-22,2287,1,MINMI
48462,2021-09-22,2287,1,RANKIN PARK
48463,2021-09-22,2287,1,WALLSEND
48464,2021-09-23,2287,2,ELERMORE VALE
48465,2021-09-23,2287,2,RANKIN PARK
48466,2021-09-23,2287,2,BIRMINGHAM GARDENS
48467,2021-09-23,2287,2,ELERMORE VALE
48468,2021-09-23,2287,2,FLETCHER
48469,2021-09-23,2287,2,MARYLAND
48470,2021-09-23,2287,2,MINMI
48471,2021-09-23,2287,2,RANKIN PARK
48472,2021-09-23,2287,2,WALLSEND
48473,2021-09-24,2287,1,ELERMORE VALE
48474,2021-09-24,2287,1,RANKIN PARK
48475,2021-09-24,2287,1,BIRMINGHAM GARDENS
48476,2021-09-24,2287,1,ELERMORE VALE
48477,2021-09-24,2287,1,FLETCHER
48478,2021-09-24,2287,1,MARYLAND
48479,2021-09-24,2287,1,MINMI
48480,2021-09-24,2287,1,RANKIN PARK
48481,2021-09-24,2287,1,WALLSEND
48482,2021-09-25,2287,6,ELERMORE VALE
48483,2021-09-25,2287,6,RANKIN PARK
48484,2021-09-25,2287,6,BIRMINGHAM GARDENS
48485,2021-09-25,2287,6,ELERMORE VALE
48486,2021-09-25,2287,6,FLETCHER
48487,2021-09-25,2287,6,MARYLAND
48488,2021-09-25,2287,6,MINMI
48489,2021-09-25,2287,6,RANKIN PARK
48490,2021-09-25,2287,6,WALLSEND
48491,2021-09-26,2287,1,ELERMORE VALE
48492,2021-09-26,2287,1,RANKIN PARK
48493,2021-09-26,2287,1,BIRMINGHAM GARDENS
48494,2021-09-26,2287,1,ELERMORE VALE
48495,2021-09-26,2287,1,FLETCHER
48496,2021-09-26,2287,1,MARYLAND
48497,2021-09-26,2287,1,MINMI
48498,2021-09-26,2287,1,RANKIN PARK
48499,2021-09-26,2287,1,WALLSEND
48500,2021-09-27,2287,2,ELERMORE VALE
48501,2021-09-27,2287,2,RANKIN PARK
48502,2021-09-27,2287,2,BIRMINGHAM GARDENS
48503,2021-09-27,2287,2,ELERMORE VALE
48504,2021-09-27,2287,2,FLETCHER
48505,2021-09-27,2287,2,MARYLAND
48506,2021-09-27,2287,2,MINMI
48507,2021-09-27,2287,2,RANKIN PARK
48508,2021-09-27,2287,2,WALLSEND
48509,2021-08-07,2304,1,KOORAGANG
48510,2021-08-07,2304,1,MAYFIELD
48511,2021-08-07,2304,1,MAYFIELD EAST
48512,2021-08-07,2304,1,MAYFIELD NORTH
48513,2021-08-07,2304,1,MAYFIELD WEST
48514,2021-08-07,2304,1,SANDGATE
48515,2021-08-07,2304,1,WARABROOK
48516,2021-08-16,2304,1,KOORAGANG
48517,2021-08-16,2304,1,MAYFIELD
48518,2021-08-16,2304,1,MAYFIELD EAST
48519,2021-08-16,2304,1,MAYFIELD NORTH
48520,2021-08-16,2304,1,MAYFIELD WEST
48521,2021-08-16,2304,1,SANDGATE
48522,2021-08-16,2304,1,WARABROOK
48523,2021-09-05,2304,1,KOORAGANG
48524,2021-09-05,2304,1,MAYFIELD
48525,2021-09-05,2304,1,MAYFIELD EAST
48526,2021-09-05,2304,1,MAYFIELD NORTH
48527,2021-09-05,2304,1,MAYFIELD WEST
48528,2021-09-05,2304,1,SANDGATE
48529,2021-09-05,2304,1,WARABROOK
48530,2021-09-11,2304,2,KOORAGANG
48531,2021-09-11,2304,2,MAYFIELD
48532,2021-09-11,2304,2,MAYFIELD EAST
48533,2021-09-11,2304,2,MAYFIELD NORTH
48534,2021-09-11,2304,2,MAYFIELD WEST
48535,2021-09-11,2304,2,SANDGATE
48536,2021-09-11,2304,2,WARABROOK
48537,2021-09-12,2304,2,KOORAGANG
48538,2021-09-12,2304,2,MAYFIELD
48539,2021-09-12,2304,2,MAYFIELD EAST
48540,2021-09-12,2304,2,MAYFIELD NORTH
48541,2021-09-12,2304,2,MAYFIELD WEST
48542,2021-09-12,2304,2,SANDGATE
48543,2021-09-12,2304,2,WARABROOK
48544,2021-09-13,2304,8,KOORAGANG
48545,2021-09-13,2304,8,MAYFIELD
48546,2021-09-13,2304,8,MAYFIELD EAST
48547,2021-09-13,2304,8,MAYFIELD NORTH
48548,2021-09-13,2304,8,MAYFIELD WEST
48549,2021-09-13,2304,8,SANDGATE
48550,2021-09-13,2304,8,WARABROOK
48551,2021-09-14,2304,2,KOORAGANG
48552,2021-09-14,2304,2,MAYFIELD
48553,2021-09-14,2304,2,MAYFIELD EAST
48554,2021-09-14,2304,2,MAYFIELD NORTH
48555,2021-09-14,2304,2,MAYFIELD WEST
48556,2021-09-14,2304,2,SANDGATE
48557,2021-09-14,2304,2,WARABROOK
48558,2021-09-15,2304,1,KOORAGANG
48559,2021-09-15,2304,1,MAYFIELD
48560,2021-09-15,2304,1,MAYFIELD EAST
48561,2021-09-15,2304,1,MAYFIELD NORTH
48562,2021-09-15,2304,1,MAYFIELD WEST
48563,2021-09-15,2304,1,SANDGATE
48564,2021-09-15,2304,1,WARABROOK
48565,2021-09-16,2304,1,KOORAGANG
48566,2021-09-16,2304,1,MAYFIELD
48567,2021-09-16,2304,1,MAYFIELD EAST
48568,2021-09-16,2304,1,MAYFIELD NORTH
48569,2021-09-16,2304,1,MAYFIELD WEST
48570,2021-09-16,2304,1,SANDGATE
48571,2021-09-16,2304,1,WARABROOK
48572,2021-09-17,2304,3,KOORAGANG
48573,2021-09-17,2304,3,MAYFIELD
48574,2021-09-17,2304,3,MAYFIELD EAST
48575,2021-09-17,2304,3,MAYFIELD NORTH
48576,2021-09-17,2304,3,MAYFIELD WEST
48577,2021-09-17,2304,3,SANDGATE
48578,2021-09-17,2304,3,WARABROOK
48579,2021-09-20,2304,2,KOORAGANG
48580,2021-09-20,2304,2,MAYFIELD
48581,2021-09-20,2304,2,MAYFIELD EAST
48582,2021-09-20,2304,2,MAYFIELD NORTH
48583,2021-09-20,2304,2,MAYFIELD WEST
